Software_name,category_1,option_1,,category_2,option_2,category_3,option_3,category_4,option_4,category_5,option_5,category_6,option_6,category_7,option_7,category_8,option_8,category_9,option_9,category_10,option_10,category_11,option_11,category_12,option_12,category_13,option_13,category_14,option_14,category_15,option_15,category_16
Cartegraph Asset Management,https://www.g2.com/categories/infrastructure-asset-management,gestion-de-activos-de-infraestructura,https://www.g2.com/categories/infrastructure-asset-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP Predictive Asset Insights,https://www.g2.com/categories/predictive-maintenance,mantenimiento-predictivo,https://www.g2.com/categories/predictive-maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fleetio,https://www.g2.com/categories/tool-tracking,seguimiento-de-herramientas,https://www.g2.com/categories/tool-tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZOfficeInventory,https://www.g2.com/categories/tool-tracking,seguimiento-de-herramientas,https://www.g2.com/categories/tool-tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asset Panda,https://www.g2.com/categories/tool-tracking,seguimiento-de-herramientas,https://www.g2.com/categories/tool-tracking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM MQ,https://www.g2.com/categories/business-activity-monitoring,monitoreo-de-actividades-comerciales,https://www.g2.com/categories/business-activity-monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Interstage Business Process Management,https://www.g2.com/categories/business-activity-monitoring,monitoreo-de-actividades-comerciales,https://www.g2.com/categories/business-activity-monitoring,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LivePlan,https://www.g2.com/categories/business-plan,planificacion-empresarial,https://www.g2.com/categories/business-plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cuttles,https://www.g2.com/categories/business-plan,planificacion-empresarial,https://www.g2.com/categories/business-plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strategyzer,https://www.g2.com/categories/business-plan,planificacion-empresarial,https://www.g2.com/categories/business-plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Dynamics 365 Business Central,https://www.g2.com/categories/discrete-erp,erp-discreto,https://www.g2.com/categories/discrete-erp,https://www.g2.com/categories/distribution-erp,erp-para-distribucion,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETQ Reliance QMS,https://www.g2.com/categories/environmental-health-and-safety,,#N/A,https://www.g2.com/categories/quality-management-qms,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KPA EHS,https://www.g2.com/categories/environmental-health-and-safety,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIStrainer,https://www.g2.com/categories/environmental-health-and-safety,,#N/A,https://www.g2.com/categories/occupational-health-and-safety-ohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProntoForms,https://www.g2.com/categories/inspection-management,gestion-de-inspecciones,https://www.g2.com/categories/inspection-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulcrum,https://www.g2.com/categories/inspection-management,gestion-de-inspecciones,https://www.g2.com/categories/inspection-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoFormz,https://www.g2.com/categories/inspection-management,gestion-de-inspecciones,https://www.g2.com/categories/inspection-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ideagen EHS,https://www.g2.com/categories/occupational-health-and-safety-ohs,salud-y-seguridad-ocupacional,https://www.g2.com/categories/occupational-health-and-safety-ohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intenseye,https://www.g2.com/categories/occupational-health-and-safety-ohs,salud-y-seguridad-ocupacional,https://www.g2.com/categories/occupational-health-and-safety-ohs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasterControl Quality Management System,https://www.g2.com/categories/quality-management-qms,gestion-de-calidad,https://www.g2.com/categories/quality-management-qms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Specright,https://www.g2.com/categories/specification-management,gestion-de-especificaciones,https://www.g2.com/categories/specification-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SolidWorks MBD,https://www.g2.com/categories/specification-management,gestion-de-especificaciones,https://www.g2.com/categories/specification-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SpecPDM,https://www.g2.com/categories/specification-management,gestion-de-especificaciones,https://www.g2.com/categories/specification-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carta,https://www.g2.com/categories/equity-management,gestion-de-equidad,https://www.g2.com/categories/equity-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Global Shares,https://www.g2.com/categories/equity-management,gestion-de-equidad,https://www.g2.com/categories/equity-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astrella,https://www.g2.com/categories/equity-management,gestion-de-equidad,https://www.g2.com/categories/equity-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP ECC,https://www.g2.com/categories/eto-erp,erp-eto,https://www.g2.com/categories/eto-erp,https://www.g2.com/categories/mixed-mode-erp,erp-para-modo-mixto,https://www.g2.com/categories/process-erp,erp-para-procesos,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle JD Edwards EnterpriseOne,https://www.g2.com/categories/eto-erp,erp-eto,https://www.g2.com/categories/eto-erp,https://www.g2.com/categories/mixed-mode-erp,erp-para-modo-mixto,,,,,,,,,,,,,,,,,,,,,,,,,,,
IFS,https://www.g2.com/categories/eto-erp,erp-eto,https://www.g2.com/categories/eto-erp,https://www.g2.com/categories/process-erp,erp-para-procesos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hologram,https://www.g2.com/categories/industrial-iot,iot-industrial,https://www.g2.com/categories/industrial-iot,https://www.g2.com/categories/iot-connectivity-management,gestion-conectividad-iot,https://www.g2.com/categories/iot-device-management-platforms,plataformas-gestion-dispositivos-iot,,,,,,,,,,,,,,,,,,,,,,,,,
AWS IoT SiteWise,https://www.g2.com/categories/industrial-iot,iot-industrial,https://www.g2.com/categories/industrial-iot,https://www.g2.com/categories/iot-analytics-platforms,plataformas-analisis-internet-cosas-iot,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exosite ExoSense IoT,https://www.g2.com/categories/industrial-iot,iot-industrial,https://www.g2.com/categories/industrial-iot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paperless Parts,https://www.g2.com/categories/job-shop-management,gestion-de-talleres-de-trabajo,https://www.g2.com/categories/job-shop-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ProShop,https://www.g2.com/categories/job-shop-management,gestion-de-talleres-de-trabajo,https://www.g2.com/categories/job-shop-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ntek Integra,https://www.g2.com/categories/job-shop-management,gestion-de-talleres-de-trabajo,https://www.g2.com/categories/job-shop-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MasterControl Manufacturing Excellence,https://www.g2.com/categories/manufacturing-execution-system,sistemas-de-ejecucion-de-fabricacion,https://www.g2.com/categories/manufacturing-execution-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinetic,https://www.g2.com/categories/manufacturing-execution-system,sistemas-de-ejecucion-de-fabricacion,https://www.g2.com/categories/manufacturing-execution-system,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Software AG TrendMiner,https://www.g2.com/categories/manufacturing-intelligence,inteligencia-para-la-manufactura,https://www.g2.com/categories/manufacturing-intelligence,https://www.g2.com/categories/iot-analytics-platforms,plataformas-analisis-internet-cosas-iot,,,,,,,,,,,,,,,,,,,,,,,,,,,
dataPARC,https://www.g2.com/categories/manufacturing-intelligence,inteligencia-para-la-manufactura,https://www.g2.com/categories/manufacturing-intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Factbird,https://www.g2.com/categories/manufacturing-intelligence,inteligencia-para-la-manufactura,https://www.g2.com/categories/manufacturing-intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Certinia PS Cloud,https://www.g2.com/categories/professional-services-automation,automatizacion-de-servicios-profesionales,https://www.g2.com/categories/professional-services-automation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kantata Professional Services Cloud (formerly Mavenlink + Kimble),https://www.g2.com/categories/professional-services-automation,automatizacion-de-servicios-profesionales,https://www.g2.com/categories/professional-services-automation,https://www.g2.com/categories/resource-management,gestion-de-recursos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deltek Costpoint,https://www.g2.com/categories/project-based-erp,erp-basado-en-proyectos,https://www.g2.com/categories/project-based-erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Primavera,https://www.g2.com/categories/capital-project-management,,#N/A,https://www.g2.com/categories/earned-value-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Aconex,https://www.g2.com/categories/capital-project-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Accruent Lucernex,https://www.g2.com/categories/capital-project-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planhat,https://www.g2.com/categories/client-onboarding,incorporacion-de-clientes,https://www.g2.com/categories/client-onboarding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUIDEcx,https://www.g2.com/categories/client-onboarding,incorporacion-de-clientes,https://www.g2.com/categories/client-onboarding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microsoft Project & Portfolio Management,https://www.g2.com/categories/earned-value-management,gestion-del-valor-ganado,https://www.g2.com/categories/earned-value-management,https://www.g2.com/categories/project-and-portfolio-management,gestion-de-proyectos-y-carteras,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jile,https://www.g2.com/categories/kanban-project-management,gestion-de-proyectos-kanban,https://www.g2.com/categories/kanban-project-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harvest,https://www.g2.com/categories/project-cost-management,gestion-de-costes-de-proyectos,https://www.g2.com/categories/project-cost-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Runrun.it,https://www.g2.com/categories/project-cost-management,gestion-de-costes-de-proyectos,https://www.g2.com/categories/project-cost-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ruddr,https://www.g2.com/categories/project-cost-management,gestion-de-costes-de-proyectos,https://www.g2.com/categories/project-cost-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zoho Sprints,https://www.g2.com/categories/project-management-tools,herramientas-de-gestion-de-proyectos,https://www.g2.com/categories/project-management-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Odoo Planning,https://www.g2.com/categories/project-management-tools,herramientas-de-gestion-de-proyectos,https://www.g2.com/categories/project-management-tools,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Float,https://www.g2.com/categories/resource-management,gestion-de-recursos,https://www.g2.com/categories/resource-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ClickTime,https://www.g2.com/categories/resource-management,gestion-de-recursos,https://www.g2.com/categories/resource-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascade,https://www.g2.com/categories/strategic-planning-and-execution,ejecucion-estrategica-y-planificacion,https://www.g2.com/categories/strategic-planning-and-execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rhythm,https://www.g2.com/categories/strategic-planning-and-execution,ejecucion-estrategica-y-planificacion,https://www.g2.com/categories/strategic-planning-and-execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Perdoo,https://www.g2.com/categories/strategic-planning-and-execution,ejecucion-estrategica-y-planificacion,https://www.g2.com/categories/strategic-planning-and-execution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Intelligent Buildings,https://www.g2.com/categories/smart-buildings,edificios-inteligentes,https://www.g2.com/categories/smart-buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Microshare.io,https://www.g2.com/categories/smart-buildings,edificios-inteligentes,https://www.g2.com/categories/smart-buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecobee SmartBuildings,https://www.g2.com/categories/smart-buildings,edificios-inteligentes,https://www.g2.com/categories/smart-buildings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bVIEW,https://www.g2.com/categories/systems-engineering-and-mbse,ingenieria-de-sistemas,https://www.g2.com/categories/systems-engineering-and-mbse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Valispace,https://www.g2.com/categories/systems-engineering-and-mbse,ingenieria-de-sistemas,https://www.g2.com/categories/systems-engineering-and-mbse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameo Systems Modeler,https://www.g2.com/categories/systems-engineering-and-mbse,ingenieria-de-sistemas,https://www.g2.com/categories/systems-engineering-and-mbse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAP Cloud Appliance Library,https://www.g2.com/categories/tools-for-erp,herramientas-para-planificacion-de-recursos-empresariales,https://www.g2.com/categories/tools-for-erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PartnerLinQ,https://www.g2.com/categories/tools-for-erp,herramientas-para-planificacion-de-recursos-empresariales,https://www.g2.com/categories/tools-for-erp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ScalePad Lifecycle Manager,https://www.g2.com/categories/warranty-management,gestion-de-garantias,https://www.g2.com/categories/warranty-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Extend,https://www.g2.com/categories/warranty-management,gestion-de-garantias,https://www.g2.com/categories/warranty-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pega Platform,https://www.g2.com/categories/warranty-management,gestion-de-garantias,https://www.g2.com/categories/warranty-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIMATIC WinCC,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,control-de-supervision-y-adquisicion-de-datos,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iFix,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,control-de-supervision-y-adquisicion-de-datos,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CIMPLICITY,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,control-de-supervision-y-adquisicion-de-datos,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AuditBoard,https://www.g2.com/categories/audit-management,,#N/A,https://www.g2.com/categories/grc-platforms,,https://www.g2.com/categories/regulatory-change-management,,,,,,,,,,,,,,,,,,,,,,,,,,
Thoropass,https://www.g2.com/categories/audit-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM OpenPages,https://www.g2.com/categories/business-continuity-management,gestion-de-la-continuidad-del-negocio,https://www.g2.com/categories/business-continuity-management,https://www.g2.com/categories/grc-platforms,plataformas-de-gobernanza-riesgo-y-cumplimiento,https://www.g2.com/categories/operational-risk-management,gestion-de-riesgos-operativos,https://www.g2.com/categories/regulatory-change-management,gestion-de-cambios-regulatorios,,,,,,,,,,,,,,,,,,,,,,,
Fusion Framework System,https://www.g2.com/categories/business-continuity-management,gestion-de-la-continuidad-del-negocio,https://www.g2.com/categories/business-continuity-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogicManager,https://www.g2.com/categories/business-continuity-management,gestion-de-la-continuidad-del-negocio,https://www.g2.com/categories/business-continuity-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Five9,https://www.g2.com/categories/call-compliance,cumplimiento-de-llamadas,https://www.g2.com/categories/call-compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LiveVox,https://www.g2.com/categories/call-compliance,cumplimiento-de-llamadas,https://www.g2.com/categories/call-compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bright Pattern,https://www.g2.com/categories/call-compliance,cumplimiento-de-llamadas,https://www.g2.com/categories/call-compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Athennian,https://www.g2.com/categories/corporate-entity-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MinuteBox,https://www.g2.com/categories/corporate-entity-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KLEA,https://www.g2.com/categories/corporate-entity-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oracle Hyperion Disclosure Management,https://www.g2.com/categories/disclosure-management,gestion-de-la-divulgacion,https://www.g2.com/categories/disclosure-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS CARBON®,https://www.g2.com/categories/disclosure-management,gestion-de-la-divulgacion,https://www.g2.com/categories/disclosure-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBM Envizi ESG Suite,https://www.g2.com/categories/environmental-social-and-governance-esg-reporting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecovadis,https://www.g2.com/categories/environmental-social-and-governance-esg-reporting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mineral,https://www.g2.com/categories/ethics-and-compliance-learning,aprendizaje-de-etica-y-cumplimiento,https://www.g2.com/categories/ethics-and-compliance-learning,https://www.g2.com/categories/hr-compliance,cumplimiento-de-recursos-humanos,,,,,,,,,,,,,,,,,,,,,,,,,,,
Litmos,https://www.g2.com/categories/ethics-and-compliance-learning,aprendizaje-de-etica-y-cumplimiento,https://www.g2.com/categories/ethics-and-compliance-learning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LogicGate Risk Cloud,https://www.g2.com/categories/grc-platforms,plataformas-de-gobernanza-riesgo-y-cumplimiento,https://www.g2.com/categories/grc-platforms,https://www.g2.com/categories/operational-risk-management,gestion-de-riesgos-operativos,https://www.g2.com/categories/policy-management,gestion-de-politicas,,,,,,,,,,,,,,,,,,,,,,,,,
Relativity,https://www.g2.com/categories/investigation-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logikcull,https://www.g2.com/categories/investigation-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LexisNexis TrailTracker,https://www.g2.com/categories/investigation-management,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pirani,https://www.g2.com/categories/operational-risk-management,gestion-de-riesgos-operativos,https://www.g2.com/categories/operational-risk-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MyComplianceOffice,https://www.g2.com/categories/policy-management,gestion-de-politicas,https://www.g2.com/categories/policy-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ncontracts,https://www.g2.com/categories/regulatory-change-management,gestion-de-cambios-regulatorios,https://www.g2.com/categories/regulatory-change-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanta,https://www.g2.com/categories/security-compliance,cumplimiento-de-seguridad,https://www.g2.com/categories/security-compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Drata,https://www.g2.com/categories/security-compliance,cumplimiento-de-seguridad,https://www.g2.com/categories/security-compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sprinto,https://www.g2.com/categories/security-compliance,cumplimiento-de-seguridad,https://www.g2.com/categories/security-compliance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UpGuard,https://www.g2.com/categories/third-party-supplier-risk-management,gestion-de-riesgos-de-proveedores-externos,https://www.g2.com/categories/third-party-supplier-risk-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Descartes Denied Party Screening,https://www.g2.com/categories/third-party-supplier-risk-management,gestion-de-riesgos-de-proveedores-externos,https://www.g2.com/categories/third-party-supplier-risk-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Secureframe,https://www.g2.com/categories/third-party-supplier-risk-management,gestion-de-riesgos-de-proveedores-externos,https://www.g2.com/categories/third-party-supplier-risk-management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BrightBox,https://www.g2.com/categories/batteries,baterias,https://www.g2.com/categories/batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALM Lithium Ion Batteries,https://www.g2.com/categories/batteries,baterias,https://www.g2.com/categories/batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battery Modules,https://www.g2.com/categories/batteries,baterias,https://www.g2.com/categories/batteries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Powerpack,https://www.g2.com/categories/battery-storage-systems,sistemas-de-almacenamiento-de-baterias,https://www.g2.com/categories/battery-storage-systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helix LTC Pharmacy Management System,https://www.g2.com/categories/battery-storage-systems,sistemas-de-almacenamiento-de-baterias,https://www.g2.com/categories/battery-storage-systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L1000 In-Building Distributed Energy Storage System,https://www.g2.com/categories/battery-storage-systems,sistemas-de-almacenamiento-de-baterias,https://www.g2.com/categories/battery-storage-systems,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiteGround,https://www.g2.com/categories/cloud-hosting,alojamiento-en-la-nube,https://www.g2.com/categories/cloud-hosting,https://www.g2.com/categories/reseller-hosting,alojamiento-para-revendedores,https://www.g2.com/categories/virtual-private-servers-vps,servidores-privados-virtuales,https://www.g2.com/categories/wordpress-hosting,alojamiento-de-wordpress,,,,,,,,,,,,,,,,,,,,,,,
WP Engine,https://www.g2.com/categories/cloud-hosting,alojamiento-en-la-nube,https://www.g2.com/categories/cloud-hosting,https://www.g2.com/categories/wordpress-hosting,alojamiento-de-wordpress,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Cloud CDN,https://www.g2.com/categories/content-delivery-network-cdn,red-de-entrega-de-contenidos,https://www.g2.com/categories/content-delivery-network-cdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bunny.net,https://www.g2.com/categories/content-delivery-network-cdn,red-de-entrega-de-contenidos,https://www.g2.com/categories/content-delivery-network-cdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon CloudFront,https://www.g2.com/categories/content-delivery-network-cdn,red-de-entrega-de-contenidos,https://www.g2.com/categories/content-delivery-network-cdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoDaddy,https://www.g2.com/categories/domain-registration,registro-de-dominios,https://www.g2.com/categories/domain-registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Google Domains,https://www.g2.com/categories/domain-registration,registro-de-dominios,https://www.g2.com/categories/domain-registration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hostinger,https://www.g2.com/categories/domain-registration,registro-de-dominios,https://www.g2.com/categories/domain-registration,https://www.g2.com/categories/managed-hosting,alojamiento-gestionado,https://www.g2.com/categories/shared-hosting,alojamiento-compartido,,,,,,,,,,,,,,,,,,,,,,,,,
Kaltura Video Cloud,https://www.g2.com/categories/enterprise-content-delivery-network-ecdn,red-de-entrega-de-contenido-empresarial,https://www.g2.com/categories/enterprise-content-delivery-network-ecdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Varnish Software,https://www.g2.com/categories/enterprise-content-delivery-network-ecdn,red-de-entrega-de-contenido-empresarial,https://www.g2.com/categories/enterprise-content-delivery-network-ecdn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cloudflare DNS,https://www.g2.com/categories/managed-dns-providers,proveedores-de-dns-gestionados,https://www.g2.com/categories/managed-dns-providers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterServer,https://www.g2.com/categories/colocation-hosting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aruba.it Web Hosting,https://www.g2.com/categories/colocation-hosting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rackspace Hosting,https://www.g2.com/categories/colocation-hosting,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GoDaddy Hosting,https://www.g2.com/categories/dedicated-hosting,alojamiento-dedicado,https://www.g2.com/categories/dedicated-hosting,https://www.g2.com/categories/shared-hosting,alojamiento-compartido,,,,,,,,,,,,,,,,,,,,,,,,,,,
Namecheap Hosting,https://www.g2.com/categories/dedicated-hosting,alojamiento-dedicado,https://www.g2.com/categories/dedicated-hosting,https://www.g2.com/categories/reseller-hosting,alojamiento-para-revendedores,,,,,,,,,,,,,,,,,,,,,,,,,,,
HostGator,https://www.g2.com/categories/dedicated-hosting,alojamiento-dedicado,https://www.g2.com/categories/dedicated-hosting,https://www.g2.com/categories/shared-hosting,alojamiento-compartido,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinsta,https://www.g2.com/categories/managed-hosting,alojamiento-gestionado,https://www.g2.com/categories/managed-hosting,https://www.g2.com/categories/wordpress-hosting,alojamiento-de-wordpress,,,,,,,,,,,,,,,,,,,,,,,,,,,
20i,https://www.g2.com/categories/reseller-hosting,alojamiento-para-revendedores,https://www.g2.com/categories/reseller-hosting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DigitalOcean,https://www.g2.com/categories/virtual-private-servers-vps,servidores-privados-virtuales,https://www.g2.com/categories/virtual-private-servers-vps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rippling,https://www.g2.com/categories/human-resource-management-systems,sistemas-de-gestion-de-recursos-humanos,https://www.g2.com/categories/human-resource-management-systems,https://www.g2.com/categories/corporate-learning-management-systems,,https://www.g2.com/categories/core-hr,recursos-humanos-basicos,https://www.g2.com/categories/benefits-administration,administracion-de-beneficios,https://www.g2.com/categories/workforce-management,gestion-de-la-fuerza-laboral,https://www.g2.com/categories/employer-of-record-eor,empleador-de-registro,https://www.g2.com/categories/payroll,nomina,https://www.g2.com/categories/time-attendance,tiempo-asistencia,,,,,,,,,,,,,,,
BambooHR,https://www.g2.com/categories/human-resource-management-systems,sistemas-de-gestion-de-recursos-humanos,https://www.g2.com/categories/human-resource-management-systems,https://www.g2.com/categories/applicant-tracking-systems-ats,sistemas-de-seguimiento-de-candidatos,https://www.g2.com/categories/onboarding,incorporacion,https://www.g2.com/categories/candidate-relationship-management,gestion-de-relaciones-con-los-candidatos,https://www.g2.com/categories/job-description-management,gestion-de-descripciones-de-puestos-de-trabajo,https://www.g2.com/categories/performance-management,gestion-del-rendimiento,https://www.g2.com/categories/core-hr,recursos-humanos-basicos,https://www.g2.com/categories/workforce-management,gestion-de-la-fuerza-laboral,,,,,,,,,,,,,,,
Paylocity,https://www.g2.com/categories/human-resource-management-systems,sistemas-de-gestion-de-recursos-humanos,https://www.g2.com/categories/human-resource-management-systems,https://www.g2.com/categories/onboarding,incorporacion,https://www.g2.com/categories/corporate-learning-management-systems,,https://www.g2.com/categories/core-hr,recursos-humanos-basicos,https://www.g2.com/categories/workforce-management,gestion-de-la-fuerza-laboral,https://www.g2.com/categories/time-tracking,seguimiento-del-tiempo,,,,,,,,,,,,,,,,,,,
Ceipal ATS,https://www.g2.com/categories/recruitment-marketing,,#N/A,https://www.g2.com/categories/applicant-tracking-systems-ats,,https://www.g2.com/categories/recruitment-platforms,,https://www.g2.com/categories/recruiting-automation,,https://www.g2.com/categories/staffing,,,,,,,,,,,,,,,,,,,,,,
CareerBuilder Talent Network,https://www.g2.com/categories/recruitment-marketing,,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sense,https://www.g2.com/categories/recruitment-marketing,,#N/A,https://www.g2.com/categories/candidate-relationship-management,,https://www.g2.com/categories/employee-referral,,https://www.g2.com/categories/interview-scheduling,,https://www.g2.com/categories/staffing,,,,,,,,,,,,,,,,,,,,,,
Greenhouse,https://www.g2.com/categories/applicant-tracking-systems-ats,sistemas-de-seguimiento-de-candidatos,https://www.g2.com/categories/applicant-tracking-systems-ats,https://www.g2.com/categories/candidate-relationship-management,gestion-de-relaciones-con-los-candidatos,https://www.g2.com/categories/diversity-recruiting,contratacion-para-la-diversidad,,,,,,,,,,,,,,,,,,,,,,,,,
